# firmware_abi_key	abi_family	enabled_direct_ops	queue	suspend_submit	suspend_query	workload	tf_ring	hs_offchip	memory	defaults	async_graphics	qualification	submit_dcb_group	submit_acb_group	suspend_direct_group	suspend_query_direct_group	workload_active_group	workload_complete_group	tf_public_group	tf_direct_group	hs_public_group	hs_direct_group	defaults_group	async_group
0x0720	standard	submit16,memory,queue,suspend-primary,tf-ring,hs-offchip,async	RE-exact-authenticated-0xc0408121-0xc00c810e-hardware-pending	RE-exact-primary-hardware-pending-final-disabled	disabled-permission-export	disabled-not-adapted	RE-exact-public-0x80108128-hardware-pending	RE-exact-0xc010812c-hardware-pending	RE-exact-standard-hardware-pending	disabled-runtime-selected-version-unknown	RE-exact-0x80048126-hardware-pending	RE-operation-carriers-hardware-pending	180c1c5c0a9bb373	fcb22c74cb8249e8	20da0cc1056cbc4d	20da0cc1056cbc4d	3cd1d5d098cb8c5c	d56c10c815f1316c	0d99a580013e2a26	20da0cc1056cbc4d	a5857f9952c48bf4	20da0cc1056cbc4d	4785afe7a0828a8e	4e5fc1128ca7bd15
0x0740	standard	submit16,memory,queue,suspend-primary,tf-ring,hs-offchip,async	RE-exact-authenticated-0xc0408121-0xc00c810e-hardware-pending	RE-exact-primary-hardware-pending-final-disabled	disabled-permission-export	disabled-not-adapted	RE-exact-public-0x80108128-hardware-pending	RE-exact-0xc010812c-hardware-pending	RE-exact-standard-hardware-pending	disabled-runtime-selected-version-unknown	RE-exact-0x80048126-hardware-pending	RE-operation-carriers-hardware-pending	180c1c5c0a9bb373	fcb22c74cb8249e8	20da0cc1056cbc4d	20da0cc1056cbc4d	3cd1d5d098cb8c5c	d56c10c815f1316c	0d99a580013e2a26	20da0cc1056cbc4d	a5857f9952c48bf4	20da0cc1056cbc4d	4785afe7a0828a8e	4e5fc1128ca7bd15
0x0760	standard	submit16,memory,queue,suspend-primary,tf-ring,hs-offchip,async	RE-exact-authenticated-0xc0408121-0xc00c810e-hardware-pending	RE-exact-primary-hardware-pending-final-disabled	disabled-permission-export	disabled-not-adapted	RE-exact-public-0x80108128-hardware-pending	RE-exact-0xc010812c-hardware-pending	RE-exact-standard-hardware-pending	disabled-runtime-selected-version-unknown	RE-exact-0x80048126-hardware-pending	RE-operation-carriers-hardware-pending	180c1c5c0a9bb373	fcb22c74cb8249e8	20da0cc1056cbc4d	20da0cc1056cbc4d	3cd1d5d098cb8c5c	d56c10c815f1316c	0d99a580013e2a26	20da0cc1056cbc4d	a5857f9952c48bf4	20da0cc1056cbc4d	4785afe7a0828a8e	4e5fc1128ca7bd15
0x0761	standard	submit16,memory,queue,suspend-primary,tf-ring,hs-offchip,async	RE-exact-authenticated-0xc0408121-0xc00c810e-hardware-pending	RE-exact-primary-hardware-pending-final-disabled	disabled-permission-export	disabled-not-adapted	RE-exact-public-0x80108128-hardware-pending	RE-exact-0xc010812c-hardware-pending	RE-exact-standard-hardware-pending	disabled-runtime-selected-version-unknown	RE-exact-0x80048126-hardware-pending	RE-operation-carriers-hardware-pending	180c1c5c0a9bb373	fcb22c74cb8249e8	20da0cc1056cbc4d	20da0cc1056cbc4d	3cd1d5d098cb8c5c	d56c10c815f1316c	0d99a580013e2a26	20da0cc1056cbc4d	a5857f9952c48bf4	20da0cc1056cbc4d	4785afe7a0828a8e	4e5fc1128ca7bd15
0x0800	standard	submit16,memory,queue,suspend-primary,tf-ring,hs-offchip,async	RE-exact-authenticated-0xc0408121-0xc00c810e-hardware-pending	RE-exact-primary-hardware-pending-final-disabled	disabled-permission-export	disabled-not-adapted	RE-exact-public-0x80108128-hardware-pending	RE-exact-0xc010812c-hardware-pending	RE-exact-standard-hardware-pending	disabled-runtime-selected-version-unknown	RE-exact-0x80048126-hardware-pending	RE-operation-carriers-hardware-pending	180c1c5c0a9bb373	fcb22c74cb8249e8	20da0cc1056cbc4d	20da0cc1056cbc4d	8281259575279abb	d56c10c815f1316c	0d99a580013e2a26	20da0cc1056cbc4d	a5857f9952c48bf4	20da0cc1056cbc4d	4be9bbbf1bbc3047	27ece32ac8e0bc1e
0x0820	standard	submit16,memory,queue,suspend-primary,tf-ring,hs-offchip,async	RE-exact-authenticated-0xc0408121-0xc00c810e-hardware-pending	RE-exact-primary-hardware-pending-final-disabled	disabled-permission-export	disabled-not-adapted	RE-exact-public-0x80108128-hardware-pending	RE-exact-0xc010812c-hardware-pending	RE-exact-standard-hardware-pending	disabled-runtime-selected-version-unknown	RE-exact-0x80048126-hardware-pending	RE-operation-carriers-hardware-pending	180c1c5c0a9bb373	fcb22c74cb8249e8	20da0cc1056cbc4d	20da0cc1056cbc4d	8281259575279abb	d56c10c815f1316c	0d99a580013e2a26	20da0cc1056cbc4d	a5857f9952c48bf4	20da0cc1056cbc4d	4be9bbbf1bbc3047	27ece32ac8e0bc1e
0x0840	standard	submit16,memory,queue,suspend-primary,tf-ring,hs-offchip,async	RE-exact-authenticated-0xc0408121-0xc00c810e-hardware-pending	RE-exact-primary-hardware-pending-final-disabled	disabled-permission-export	disabled-not-adapted	RE-exact-public-0x80108128-hardware-pending	RE-exact-0xc010812c-hardware-pending	RE-exact-standard-hardware-pending	disabled-runtime-selected-version-unknown	RE-exact-0x80048126-hardware-pending	RE-operation-carriers-hardware-pending	180c1c5c0a9bb373	fcb22c74cb8249e8	20da0cc1056cbc4d	20da0cc1056cbc4d	8281259575279abb	d56c10c815f1316c	0d99a580013e2a26	20da0cc1056cbc4d	a5857f9952c48bf4	20da0cc1056cbc4d	4be9bbbf1bbc3047	27ece32ac8e0bc1e
0x0860	standard	submit16,memory,queue,suspend-primary,tf-ring,hs-offchip,async	RE-exact-authenticated-0xc0408121-0xc00c810e-hardware-pending	RE-exact-primary-hardware-pending-final-disabled	disabled-permission-export	disabled-not-adapted	RE-exact-public-0x80108128-hardware-pending	RE-exact-0xc010812c-hardware-pending	RE-exact-standard-hardware-pending	disabled-runtime-selected-version-unknown	RE-exact-0x80048126-hardware-pending	RE-operation-carriers-hardware-pending	180c1c5c0a9bb373	fcb22c74cb8249e8	20da0cc1056cbc4d	20da0cc1056cbc4d	8281259575279abb	d56c10c815f1316c	0d99a580013e2a26	20da0cc1056cbc4d	a5857f9952c48bf4	20da0cc1056cbc4d	4be9bbbf1bbc3047	27ece32ac8e0bc1e
0x0900	standard	submit16,memory,queue,suspend-primary,tf-ring,hs-offchip,async	RE-exact-authenticated-0xc0408121-0xc00c810e-hardware-pending	RE-exact-primary-hardware-pending-final-disabled	disabled-permission-export	disabled-not-adapted	RE-exact-public-0x80108128-hardware-pending	RE-exact-0xc010812c-hardware-pending	RE-exact-standard-Trinity-hardware-pending	disabled-runtime-selected-version-unknown	RE-exact-0x80048126-hardware-pending	RE-operation-carriers-hardware-pending	180c1c5c0a9bb373	fcb22c74cb8249e8	20da0cc1056cbc4d	20da0cc1056cbc4d	8281259575279abb	d56c10c815f1316c	0d99a580013e2a26	20da0cc1056cbc4d	a5857f9952c48bf4	20da0cc1056cbc4d	4be9bbbf1bbc3047	27ece32ac8e0bc1e
0x0905	standard	submit16,memory,queue,suspend-primary,tf-ring,hs-offchip,async	RE-exact-authenticated-0xc0408121-0xc00c810e-hardware-pending	RE-exact-primary-hardware-pending-final-disabled	disabled-permission-export	disabled-not-adapted	RE-exact-public-0x80108128-hardware-pending	RE-exact-0xc010812c-hardware-pending	RE-exact-standard-Trinity-hardware-pending	disabled-runtime-selected-version-unknown	RE-exact-0x80048126-hardware-pending	RE-operation-carriers-hardware-pending	180c1c5c0a9bb373	fcb22c74cb8249e8	20da0cc1056cbc4d	20da0cc1056cbc4d	8281259575279abb	d56c10c815f1316c	0d99a580013e2a26	20da0cc1056cbc4d	a5857f9952c48bf4	20da0cc1056cbc4d	4be9bbbf1bbc3047	27ece32ac8e0bc1e
0x0920	standard	submit16,memory,queue,suspend-primary,tf-ring,hs-offchip,async	RE-exact-authenticated-0xc0408121-0xc00c810e-hardware-pending	RE-exact-primary-hardware-pending-final-disabled	disabled-permission-export	disabled-not-adapted	RE-exact-public-0x80108128-hardware-pending	RE-exact-0xc010812c-hardware-pending	RE-exact-standard-Trinity-hardware-pending	disabled-runtime-selected-version-unknown	RE-exact-0x80048126-hardware-pending	RE-operation-carriers-hardware-pending	180c1c5c0a9bb373	fcb22c74cb8249e8	20da0cc1056cbc4d	20da0cc1056cbc4d	8281259575279abb	d56c10c815f1316c	0d99a580013e2a26	20da0cc1056cbc4d	a5857f9952c48bf4	20da0cc1056cbc4d	4be9bbbf1bbc3047	27ece32ac8e0bc1e
0x0940	standard	submit16,memory,queue,suspend-primary,tf-ring,hs-offchip,async	RE-exact-authenticated-0xc0408121-0xc00c810e-hardware-pending	RE-exact-primary-hardware-pending-final-disabled	disabled-permission-export	disabled-not-adapted	RE-exact-public-0x80108128-hardware-pending	RE-exact-0xc010812c-hardware-pending	RE-exact-standard-Trinity-hardware-pending	disabled-runtime-selected-version-unknown	RE-exact-0x80048126-hardware-pending	RE-operation-carriers-hardware-pending	180c1c5c0a9bb373	fcb22c74cb8249e8	20da0cc1056cbc4d	20da0cc1056cbc4d	8281259575279abb	d56c10c815f1316c	0d99a580013e2a26	20da0cc1056cbc4d	a5857f9952c48bf4	20da0cc1056cbc4d	4be9bbbf1bbc3047	27ece32ac8e0bc1e
0x0960	standard	submit16,memory,queue,suspend-primary,tf-ring,hs-offchip,async	RE-exact-authenticated-0xc0408121-0xc00c810e-hardware-pending	RE-exact-primary-hardware-pending-final-disabled	disabled-permission-export	disabled-not-adapted	RE-exact-public-0x80108128-hardware-pending	RE-exact-0xc010812c-hardware-pending	RE-exact-standard-Trinity-hardware-pending	disabled-runtime-selected-version-unknown	RE-exact-0x80048126-hardware-pending	RE-operation-carriers-hardware-pending	180c1c5c0a9bb373	fcb22c74cb8249e8	20da0cc1056cbc4d	20da0cc1056cbc4d	8281259575279abb	d56c10c815f1316c	0d99a580013e2a26	20da0cc1056cbc4d	a5857f9952c48bf4	20da0cc1056cbc4d	4be9bbbf1bbc3047	27ece32ac8e0bc1e
0x1001	standard	submit16,memory,queue,suspend-primary,tf-ring,hs-offchip,async	RE-exact-authenticated-0xc0408121-0xc00c810e-hardware-pending	RE-exact-primary-hardware-pending-final-disabled	disabled-permission-export	disabled-not-adapted	RE-exact-public-0x80108128-hardware-pending	RE-exact-0xc010812c-hardware-pending	RE-exact-standard-Trinity-hardware-pending	disabled-runtime-selected-version-unknown	RE-exact-0x80048126-hardware-pending	RE-operation-carriers-hardware-pending	180c1c5c0a9bb373	fcb22c74cb8249e8	20da0cc1056cbc4d	20da0cc1056cbc4d	85390b24a8090c14	d7a52448ef682e14	0d99a580013e2a26	20da0cc1056cbc4d	a5857f9952c48bf4	20da0cc1056cbc4d	c1a6d738f96ddf96	7a487daaa13d6b17
0x1020	standard	submit16,memory,queue,suspend-primary,tf-ring,hs-offchip,async	RE-exact-authenticated-0xc0408121-0xc00c810e-hardware-pending	RE-exact-primary-hardware-pending-final-disabled	disabled-permission-export	disabled-not-adapted	RE-exact-public-0x80108128-hardware-pending	RE-exact-0xc010812c-hardware-pending	RE-exact-standard-Trinity-hardware-pending	disabled-runtime-selected-version-unknown	RE-exact-0x80048126-hardware-pending	RE-operation-carriers-hardware-pending	180c1c5c0a9bb373	fcb22c74cb8249e8	20da0cc1056cbc4d	20da0cc1056cbc4d	85390b24a8090c14	d7a52448ef682e14	0d99a580013e2a26	20da0cc1056cbc4d	a5857f9952c48bf4	20da0cc1056cbc4d	c1a6d738f96ddf96	7a487daaa13d6b17
0x1040	standard	submit16,memory,queue,suspend-primary,tf-ring,hs-offchip,async	RE-exact-authenticated-0xc0408121-0xc00c810e-hardware-pending	RE-exact-primary-hardware-pending-final-disabled	disabled-permission-export	disabled-not-adapted	RE-exact-public-0x80108128-hardware-pending	RE-exact-0xc010812c-hardware-pending	RE-exact-standard-Trinity-hardware-pending	disabled-runtime-selected-version-unknown	RE-exact-0x80048126-hardware-pending	RE-operation-carriers-hardware-pending	180c1c5c0a9bb373	fcb22c74cb8249e8	20da0cc1056cbc4d	20da0cc1056cbc4d	85390b24a8090c14	d7a52448ef682e14	0d99a580013e2a26	20da0cc1056cbc4d	a5857f9952c48bf4	20da0cc1056cbc4d	c1a6d738f96ddf96	7a487daaa13d6b17
0x1060	standard	submit16,memory,queue,suspend-primary,tf-ring,hs-offchip,async	RE-exact-authenticated-0xc0408121-0xc00c810e-hardware-pending	RE-exact-primary-hardware-pending-final-disabled	disabled-permission-export	disabled-not-adapted	RE-exact-public-0x80108128-hardware-pending	RE-exact-0xc010812c-hardware-pending	RE-exact-standard-Trinity-hardware-pending	disabled-runtime-selected-version-unknown	RE-exact-0x80048126-hardware-pending	RE-operation-carriers-hardware-pending	180c1c5c0a9bb373	fcb22c74cb8249e8	20da0cc1056cbc4d	20da0cc1056cbc4d	85390b24a8090c14	d7a52448ef682e14	0d99a580013e2a26	20da0cc1056cbc4d	a5857f9952c48bf4	20da0cc1056cbc4d	c1a6d738f96ddf96	7a487daaa13d6b17
0x1100	standard	submit16,memory,queue,suspend-primary,tf-ring,hs-offchip,async	RE-exact-authenticated-0xc0408121-0xc00c810e-hardware-pending	RE-exact-primary-hardware-pending-final-disabled	disabled-permission-export	disabled-not-adapted	RE-exact-public-0x80108128-hardware-pending	RE-exact-0xc010812c-hardware-pending	RE-exact-standard-Trinity-hardware-pending	disabled-runtime-selected-version-unknown	RE-exact-0x80048126-hardware-pending	RE-operation-carriers-hardware-pending	180c1c5c0a9bb373	4ffb5065de6839c0	20da0cc1056cbc4d	20da0cc1056cbc4d	5490b6a6f629b85a	d7a52448ef682e14	2f0917c4d9ce4da6	20da0cc1056cbc4d	98bcb03025d55927	20da0cc1056cbc4d	c1a6d738f96ddf96	336608d9c69e998f
0x1120	standard	submit16,memory,queue,suspend-primary,tf-ring,hs-offchip,async	RE-exact-authenticated-0xc0408121-0xc00c810e-hardware-pending	RE-exact-primary-hardware-pending-final-disabled	disabled-permission-export	disabled-not-adapted	RE-exact-public-0x80108128-hardware-pending	RE-exact-0xc010812c-hardware-pending	RE-exact-standard-Trinity-hardware-pending	disabled-runtime-selected-version-unknown	RE-exact-0x80048126-hardware-pending	RE-operation-carriers-hardware-pending	180c1c5c0a9bb373	4ffb5065de6839c0	20da0cc1056cbc4d	20da0cc1056cbc4d	5490b6a6f629b85a	d7a52448ef682e14	2f0917c4d9ce4da6	20da0cc1056cbc4d	98bcb03025d55927	20da0cc1056cbc4d	c1a6d738f96ddf96	336608d9c69e998f
0x1140	standard	submit16,memory,queue,suspend-primary,tf-ring,hs-offchip,async	RE-exact-authenticated-0xc0408121-0xc00c810e-hardware-pending	RE-exact-primary-hardware-pending-final-disabled	disabled-permission-export	disabled-not-adapted	RE-exact-public-0x80108128-hardware-pending	RE-exact-0xc010812c-hardware-pending	RE-exact-standard-Trinity-hardware-pending	disabled-runtime-selected-version-unknown	RE-exact-0x80048126-hardware-pending	RE-operation-carriers-hardware-pending	180c1c5c0a9bb373	4ffb5065de6839c0	20da0cc1056cbc4d	20da0cc1056cbc4d	5490b6a6f629b85a	d7a52448ef682e14	2f0917c4d9ce4da6	20da0cc1056cbc4d	98bcb03025d55927	20da0cc1056cbc4d	c1a6d738f96ddf96	336608d9c69e998f
0x1160	standard	submit16,memory,queue,suspend-primary,suspend-final,tf-ring,hs-offchip,defaults-v12,async	hardware-qualified-authenticated-0xc0408121-0xc00c810e	hardware-qualified-primary-final	disabled-permission-export	disabled-nine-dword-Sony-ABI	hardware-qualified-public-0x80108128	hardware-qualified-zero-entry-carrier-0xc010812c	hardware-qualified-standard-RE-exact-Trinity	hardware-qualified-v12	hardware-qualified-0x80048126	hardware-qualified-standard-FW11.60	180c1c5c0a9bb373	4ffb5065de6839c0	20da0cc1056cbc4d	20da0cc1056cbc4d	5490b6a6f629b85a	d7a52448ef682e14	2f0917c4d9ce4da6	20da0cc1056cbc4d	98bcb03025d55927	20da0cc1056cbc4d	c1a6d738f96ddf96	336608d9c69e998f
0x1200	standard	submit16,memory,queue,suspend-primary,tf-ring,hs-offchip,async	RE-exact-authenticated-0xc0408121-0xc00c810e-hardware-pending	RE-exact-primary-hardware-pending-final-disabled	disabled-permission-export	disabled-not-adapted	RE-exact-public-0x80108128-hardware-pending	RE-exact-0xc010812c-hardware-pending	RE-exact-standard-Trinity-hardware-pending	disabled-runtime-selected-version-unknown	RE-exact-0x80048126-hardware-pending	RE-operation-carriers-hardware-pending	180c1c5c0a9bb373	4ffb5065de6839c0	20da0cc1056cbc4d	20da0cc1056cbc4d	5490b6a6f629b85a	d7a52448ef682e14	2f0917c4d9ce4da6	20da0cc1056cbc4d	98bcb03025d55927	20da0cc1056cbc4d	c1a6d738f96ddf96	336608d9c69e998f
0x1202	standard	submit16,memory,queue,suspend-primary,tf-ring,hs-offchip,async	RE-exact-authenticated-0xc0408121-0xc00c810e-hardware-pending	RE-exact-primary-hardware-pending-final-disabled	disabled-permission-export	disabled-not-adapted	RE-exact-public-0x80108128-hardware-pending	RE-exact-0xc010812c-hardware-pending	RE-exact-standard-Trinity-hardware-pending	disabled-runtime-selected-version-unknown	RE-exact-0x80048126-hardware-pending	RE-operation-carriers-hardware-pending	180c1c5c0a9bb373	4ffb5065de6839c0	20da0cc1056cbc4d	20da0cc1056cbc4d	5490b6a6f629b85a	d7a52448ef682e14	2f0917c4d9ce4da6	20da0cc1056cbc4d	98bcb03025d55927	20da0cc1056cbc4d	c1a6d738f96ddf96	336608d9c69e998f
0x1220	standard	submit16,memory,queue,suspend-primary,tf-ring,hs-offchip,async	RE-exact-authenticated-0xc0408121-0xc00c810e-hardware-pending	RE-exact-primary-hardware-pending-final-disabled	disabled-permission-export	disabled-not-adapted	RE-exact-public-0x80108128-hardware-pending	RE-exact-0xc010812c-hardware-pending	RE-exact-standard-Trinity-hardware-pending	disabled-runtime-selected-version-unknown	RE-exact-0x80048126-hardware-pending	RE-operation-carriers-hardware-pending	180c1c5c0a9bb373	4ffb5065de6839c0	20da0cc1056cbc4d	20da0cc1056cbc4d	5490b6a6f629b85a	d7a52448ef682e14	2f0917c4d9ce4da6	20da0cc1056cbc4d	98bcb03025d55927	20da0cc1056cbc4d	c1a6d738f96ddf96	336608d9c69e998f
